10	0	0.255644	-0.813766	0	1	0.67144	-0.597384	0	10	0.361815	-0.616018	0	11	0.378945	-0.645548	0	12	0.395951	-0.7807	0	13	0.546703	-0.731294	0	14	0.180272	-0.478295	0	15	0.434241	-0.450798	0	16	0.240436	-0.447058	0	17	0.336024	-0.714251	0	18	0.331514	-0.656283	0	19	0.446148	-0.689856	0	2	0.326138	-0.611691	0	20	0.53441	-0.474863	0	21	0.56952	-0.69066	0	22	0.616528	-0.583762	0	23	0.346245	-0.484013	0	24	0.362068	-0.510512	0	25	0.665891	-0.471905	0	26	0.368638	-0.547158	0	27	0.346659	-0.760379	0	28	0.660908	-0.705368	0	29	0.375708	-0.462668	0	3	0.380995	-0.57147	0	30	0.396298	-0.367802	0	31	0.171961	-0.670992	0	32	0.563435	-0.574855	0	33	0.339881	-0.564751	0	34	0.272023	-0.661558	0	35	0.409174	-0.476786	0	36	0.140122	-0.798627	0	37	0.392624	-0.680105	0	38	0.650865	-0.433308	0	39	0.494074	-0.496997	0	4	0.413668	-0.65677	0	40	0.147807	-0.463525	0	41	0.309311	-0.409738	0	42	0.27155	-0.428164	0	43	0.50429	-0.868873	0	44	0.439009	-0.736976	0	45	0.34023	-0.846747	0	46	0.415825	-0.721253	0	47	0.442514	-0.871509	0	48	0.511409	-0.412692	0	49	0.166392	-0.432031	0	5	0.477465	-0.71029	0	6	0.408954	-0.613962	0	7	0.578094	-0.533169	0	8	0.585072	-0.642987	0	9	0.305353	-0.666407	0	
20	0	0.166691	-0.82691	0	1	0.741116	-0.548871	0	10	0.384344	-0.542285	0	11	0.371115	-0.704177	0	12	0.42621	-0.747709	0	13	0.597665	-0.758661	0	14	0.121401	-0.546861	0	15	0.464452	-0.380752	0	16	0.263488	-0.498838	0	17	0.283681	-0.75492	0	18	0.353284	-0.648969	0	19	0.470865	-0.687327	0	2	0.406778	-0.624906	0	20	0.493932	-0.41586	0	21	0.60787	-0.656627	0	22	0.598094	-0.519969	0	23	0.31628	-0.500153	0	24	0.393886	-0.497743	0	25	0.732083	-0.416904	0	26	0.452183	-0.532592	0	27	0.361402	-0.801805	0	28	0.70639	-0.759462	0	29	0.421141	-0.422011	0	3	0.419426	-0.544387	0	30	0.454335	-0.320958	0	31	0.192538	-0.680544	0	32	0.650231	-0.623238	0	33	0.423084	-0.519869	0	34	0.356394	-0.605779	0	35	0.444115	-0.4474	0	36	0.0496692	-0.79259	0	37	0.399992	-0.746245	0	38	0.698615	-0.514841	0	39	0.434526	-0.491078	0	4	0.421818	-0.672075	0	40	0.117779	-0.489444	0	41	0.289639	-0.337019	0	42	0.24598	-0.355432	0	43	0.472292	-0.809844	0	44	0.465264	-0.72379	0	45	0.400723	-0.895705	0	46	0.420174	-0.713139	0	47	0.502293	-0.925714	0	48	0.524646	-0.321819	0	49	0.123103	-0.44133	0	5	0.50348	-0.691472	0	6	0.422593	-0.593398	0	7	0.621596	-0.465958	0	8	0.58255	-0.599934	0	9	0.351287	-0.735192	0	
30	0	0.178788	-0.861436	0	1	0.740576	-0.598222	0	10	0.304846	-0.481116	0	11	0.300592	-0.718349	0	12	0.511401	-0.707357	0	13	0.632053	-0.737798	0	14	0.165572	-0.636515	0	15	0.478075	-0.322595	0	16	0.246583	-0.574416	0	17	0.197767	-0.744329	0	18	0.290799	-0.644475	0	19	0.545266	-0.726614	0	2	0.348614	-0.592278	0	20	0.537953	-0.337653	0	21	0.589159	-0.593159	0	22	0.672578	-0.568057	0	23	0.3262	-0.547119	0	24	0.446979	-0.495792	0	25	0.718289	-0.351974	0	26	0.473614	-0.636696	0	27	0.448299	-0.888004	0	28	0.684852	-0.685432	0	29	0.476234	-0.415692	0	3	0.476735	-0.553285	0	30	0.476751	-0.259345	0	31	0.168782	-0.768574	0	32	0.683769	-0.619054	0	33	0.521517	-0.543554	0	34	0.419296	-0.543541	0	35	0.55523	-0.471951	0	36	-0.024151	-0.735388	0	37	0.344885	-0.772543	0	38	0.785663	-0.555872	0	39	0.511495	-0.46155	0	4	0.312063	-0.684193	0	40	0.166857	-0.493344	0	41	0.289133	-0.302971	0	42	0.243537	-0.326215	0	43	0.522628	-0.802319	0	44	0.529959	-0.759169	0	45	0.479848	-0.914027	0	46	0.340991	-0.712438	0	47	0.521755	-0.913557	0	48	0.606872	-0.364641	0	49	0.183632	-0.460152	0	5	0.523226	-0.596007	0	6	0.439139	-0.577196	0	7	0.714533	-0.44507	0	8	0.625355	-0.535791	0	9	0.37701	-0.795328	0	
40	0	0.129269	-0.94118	0	1	0.7704	-0.679115	0	10	0.243744	-0.394588	0	11	0.208574	-0.782366	0	12	0.576898	-0.724278	0	13	0.688083	-0.768792	0	14	0.176087	-0.573557	0	15	0.378645	-0.299317	0	16	0.185491	-0.649555	0	17	0.180904	-0.830448	0	18	0.289261	-0.567984	0	19	0.588327	-0.648244	0	2	0.325642	-0.628518	0	20	0.602021	-0.279063	0	21	0.531151	-0.575224	0	22	0.669488	-0.570154	0	23	0.309028	-0.504689	0	24	0.403127	-0.42394	0	25	0.631987	-0.359291	0	26	0.41851	-0.714155	0	27	0.409454	-0.971555	0	28	0.714743	-0.607725	0	29	0.526196	-0.339227	0	3	0.506085	-0.471059	0	30	0.419505	-0.209459	0	31	0.156467	-0.86233	0	32	0.638963	-0.531946	0	33	0.44595	-0.587554	0	34	0.413018	-0.464112	0	35	0.673105	-0.442156	0	36	-0.122002	-0.744191	0	37	0.288585	-0.854915	0	38	0.844038	-0.499459	0	39	0.536972	-0.383734	0	4	0.223496	-0.746425	0	40	0.134454	-0.546258	0	41	0.312916	-0.292261	0	42	0.192339	-0.345412	0	43	0.528473	-0.760852	0	44	0.603853	-0.742208	0	45	0.403576	-0.849219	0	46	0.395276	-0.754547	0	47	0.466169	-0.971216	0	48	0.623153	-0.39453	0	49	0.149233	-0.449876	0	5	0.479842	-0.670381	0	6	0.375954	-0.534163	0	7	0.671136	-0.406176	0	8	0.581604	-0.578947	0	9	0.277852	-0.771581	0	
50	0	0.0740751	-0.946439	0	1	0.811919	-0.685171	0	10	0.14772	-0.427725	0	11	0.11088	-0.794269	0	12	0.643447	-0.652656	0	13	0.702345	-0.835211	0	14	0.136472	-0.548117	0	15	0.438646	-0.355863	0	16	0.104447	-0.62811	0	17	0.136151	-0.824478	0	18	0.343463	-0.52907	0	19	0.592415	-0.665973	0	2	0.35847	-0.686242	0	20	0.552001	-0.240379	0	21	0.529232	-0.582974	0	22	0.634435	-0.615994	0	23	0.302784	-0.459919	0	24	0.46794	-0.418014	0	25	0.700629	-0.318274	0	26	0.332896	-0.735139	0	27	0.331412	-0.885337	0	28	0.792196	-0.610621	0	29	0.591488	-0.33312	0	3	0.581305	-0.427617	0	30	0.454196	-0.256337	0	31	0.220518	-0.833048	0	32	0.577671	-0.567639	0	33	0.407941	-0.503233	0	34	0.515138	-0.448585	0	35	0.601755	-0.452694	0	36	-0.0936222	-0.82932	0	37	0.222194	-0.896861	0	38	0.894343	-0.420904	0	39	0.554164	-0.321689	0	4	0.141186	-0.733225	0	40	0.127625	-0.59058	0	41	0.348554	-0.239737	0	42	0.106484	-0.335686	0	43	0.60312	-0.706973	0	44	0.598454	-0.741479	0	45	0.44557	-0.947065	0	46	0.401986	-0.676606	0	47	0.46705	-0.970308	0	48	0.595904	-0.39782	0	49	0.111746	-0.376825	0	5	0.544933	-0.701213	0	6	0.364554	-0.48924	0	7	0.62599	-0.357811	0	8	0.601673	-0.626596	0	9	0.327279	-0.801611	0	
60	0	0.141107	-0.969661	0	1	0.754704	-0.640263	0	10	0.191707	-0.486329	0	11	0.0076157	-0.804326	0	12	0.696989	-0.608573	0	13	0.682296	-0.891645	0	14	0.0312553	-0.555315	0	15	0.38628	-0.409178	0	16	0.184425	-0.639525	0	17	0.120874	-0.789698	0	18	0.389323	-0.589106	0	19	0.654115	-0.717051	0	2	0.319589	-0.592762	0	20	0.548625	-0.151864	0	21	0.568093	-0.559856	0	22	0.647799	-0.535498	0	23	0.279813	-0.532569	0	24	0.492022	-0.435769	0	25	0.697582	-0.304264	0	26	0.349037	-0.836815	0	27	0.304049	-0.795241	0	28	0.786887	-0.613574	0	29	0.521708	-0.343136	0	3	0.623522	-0.378275	0	30	0.490555	-0.304492	0	31	0.267145	-0.769441	0	32	0.62006	-0.553667	0	33	0.49986	-0.471248	0	34	0.476227	-0.382533	0	35	0.513022	-0.516484	0	36	-0.0164209	-0.857058	0	37	0.211108	-0.945961	0	38	0.934562	-0.331613	0	39	0.605706	-0.291405	0	4	0.0829448	-0.759157	0	40	0.135731	-0.594113	0	41	0.292566	-0.297115	0	42	0.0219472	-0.317025	0	43	0.664985	-0.757521	0	44	0.604269	-0.72955	0	45	0.523114	-0.87271	0	46	0.349919	-0.609816	0	47	0.441612	-0.969682	0	48	0.574888	-0.311362	0	49	0.10028	-0.29602	0	5	0.6158	-0.645121	0	6	0.419989	-0.437181	0	7	0.687751	-0.35145	0	8	0.642118	-0.672317	0	9	0.30857	-0.85253	0	
70	0	0.216858	-0.944308	0	1	0.697368	-0.702951	0	10	0.236474	-0.518956	0	11	0.025661	-0.786831	0	12	0.759446	-0.554844	0	13	0.654165	-0.940573	0	14	0.0473339	-0.631004	0	15	0.288188	-0.4341	0	16	0.270286	-0.655707	0	17	0.178779	-0.85778	0	18	0.404659	-0.583618	0	19	0.716673	-0.778444	0	2	0.276728	-0.498376	0	20	0.595514	-0.110726	0	21	0.625685	-0.56616	0	22	0.643377	-0.528998	0	23	0.206238	-0.530579	0	24	0.501282	-0.427607	0	25	0.677808	-0.364087	0	26	0.299898	-0.931997	0	27	0.291642	-0.802721	0	28	0.79064	-0.56264	0	29	0.547595	-0.3586	0	3	0.700129	-0.388655	0	30	0.485993	-0.3501	0	31	0.291994	-0.701263	0	32	0.68598	-0.614165	0	33	0.550358	-0.407177	0	34	0.444928	-0.340502	0	35	0.489566	-0.589747	0	36	0.0511936	-0.899585	0	37	0.258682	-0.870227	0	38	0.941083	-0.439876	0	39	0.665898	-0.330248	0	4	0.18461	-0.78653	0	40	0.141369	-0.651338	0	41	0.288151	-0.292092	0	42	-0.0602875	-0.290506	0	43	0.588543	-0.758999	0	44	0.532822	-0.751406	0	45	0.427333	-0.851625	0	46	0.260755	-0.598959	0	47	0.392931	-0.975597	0	48	0.570439	-0.219814	0	49	0.0731654	-0.239901	0	5	0.662449	-0.572833	0	6	0.451582	-0.483872	0	7	0.767589	-0.358232	0	8	0.562649	-0.618792	0	9	0.393349	-0.779152	0	
80	0	0.291463	-0.95763	0	1	0.757559	-0.753957	0	10	0.139029	-0.477462	0	11	-0.0403187	-0.702512	0	12	0.683119	-0.554572	0	13	0.591405	-0.92806	0	14	0.04745	-0.695648	0	15	0.210076	-0.485032	0	16	0.297436	-0.631255	0	17	0.243336	-0.903858	0	18	0.443042	-0.651602	0	19	0.643596	-0.746672	0	2	0.216769	-0.531	0	20	0.64839	-0.0659784	0	21	0.623358	-0.636855	0	22	0.673735	-0.495068	0	23	0.162686	-0.571359	0	24	0.480047	-0.467274	0	25	0.617249	-0.361477	0	26	0.331163	-0.967017	0	27	0.313664	-0.923322	0	28	0.745216	-0.629224	0	29	0.579993	-0.387486	0	3	0.76825	-0.312359	0	30	0.461057	-0.385518	0	31	0.269518	-0.652542	0	32	0.655193	-0.696702	0	33	0.53597	-0.378898	0	34	0.432504	-0.414187	0	35	0.608161	-0.592608	0	36	0.0737304	-0.971759	0	37	0.230874	-0.959541	0	38	0.866398	-0.520859	0	39	0.58453	-0.347277	0	4	0.081257	-0.744271	0	40	0.128999	-0.587428	0	41	0.237526	-0.226854	0	42	-0.139479	-0.255944	0	43	0.657358	-0.810006	0	44	0.576819	-0.717289	0	45	0.354952	-0.931741	0	46	0.203701	-0.579858	0	47	0.364508	-0.971547	0	48	0.645811	-0.186947	0	49	0.0326643	-0.193344	0	5	0.650212	-0.542171	0	6	0.466688	-0.425235	0	7	0.861299	-0.377815	0	8	0.583947	-0.642804	0	9	0.342083	-0.691227	0	
90	0	0.320103	-0.96993	0	1	0.738613	-0.721711	0	10	0.193445	-0.48502	0	11	-0.0911674	-0.730931	0	12	0.735614	-0.473078	0	13	0.631142	-0.89361	0	14	0.0460411	-0.69645	0	15	0.197264	-0.560537	0	16	0.333142	-0.685103	0	17	0.309263	-0.850196	0	18	0.438471	-0.719014	0	19	0.650932	-0.750752	0	2	0.179328	-0.60184	0	20	0.663952	-0.0495187	0	21	0.647292	-0.631169	0	22	0.596961	-0.468542	0	23	0.145768	-0.616306	0	24	0.504509	-0.460531	0	25	0.529287	-0.331487	0	26	0.365314	-0.976628	0	27	0.348107	-0.815747	0	28	0.676799	-0.674576	0	29	0.665145	-0.373565	0	3	0.682965	-0.258975	0	30	0.414054	-0.325252	0	31	0.277283	-0.728909	0	32	0.677076	-0.600283	0	33	0.48781	-0.286432	0	34	0.366967	-0.357687	0	35	0.524784	-0.650992	0	36	0.120764	-0.971963	0	37	0.21378	-0.928517	0	38	0.855998	-0.606295	0	39	0.567529	-0.432237	0	4	0.11975	-0.741447	0	40	0.149695	-0.572942	0	41	0.170069	-0.179225	0	42	-0.214842	-0.21368	0	43	0.675263	-0.906689	0	44	0.583929	-0.690489	0	45	0.343647	-0.942118	0	46	0.274957	-0.609431	0	47	0.398377	-0.874936	0	48	0.711211	-0.178756	0	49	-0.0492273	-0.187391	0	5	0.644853	-0.585621	0	6	0.498272	-0.413401	0	7	0.938109	-0.316639	0	8	0.600727	-0.659772	0	9	0.266522	-0.683524	0	
100	0	0.345801	-0.974465	0	1	0.69264	-0.699417	0	10	0.245881	-0.483551	0	11	-0.177309	-0.694256	0	12	0.75736	-0.559875	0	13	0.630046	-0.93812	0	14	0.0526318	-0.801535	0	15	0.207183	-0.465618	0	16	0.422803	-0.667195	0	17	0.366526	-0.87002	0	18	0.375151	-0.757051	0	19	0.692627	-0.832943	0	2	0.251333	-0.527213	0	20	0.753975	-0.0965053	0	21	0.693403	-0.581306	0	22	0.524804	-0.513555	0	23	0.216562	-0.591978	0	24	0.532052	-0.467374	0	25	0.434688	-0.294201	0	26	0.404455	-0.953128	0	27	0.373508	-0.690419	0	28	0.713866	-0.66609	0	29	0.682508	-0.294302	0	3	0.679222	-0.25603	0	30	0.373344	-0.26063	0	31	0.226466	-0.810215	0	32	0.611874	-0.568117	0	33	0.463791	-0.274273	0	34	0.33032	-0.264063	0	35	0.422847	-0.707311	0	36	0.0489138	-0.973445	0	37	0.171603	-0.944731	0	38	0.859781	-0.7091	0	39	0.522838	-0.434814	0	4	0.126353	-0.68733	0	40	0.181842	-0.545882	0	41	0.0916516	-0.153349	0	42	-0.28563	-0.164134	0	43	0.586817	-0.949676	0	44	0.51819	-0.658302	0	45	0.339589	-0.933688	0	46	0.362889	-0.593246	0	47	0.400293	-0.908631	0	48	0.789332	-0.189697	0	49	-0.124674	-0.154995	0	5	0.568252	-0.543857	0	6	0.494856	-0.45995	0	7	0.97287	-0.246878	0	8	0.660687	-0.674407	0	9	0.197124	-0.723949	0	
